H Yields: 1aSNe (James Keegans)
H Prepared by: Thomas Trueman (October, 2021)
&Isotopes  &Z=0.1     &Z=0.05    &Z=0.02    &Z=0.014   &Z=0.01    &Z=0.005   &Z=0.002   &Z=0.001   &Z=0.0001  &Z=1e-05   &Z=1e-06   &Z=1e-07   &Z=1e-30  
&Pd-105    &2e-98     &7.66e-38  &1.65e-34  &4.09e-34  &8.19e-34  &1.96e-33  &2.31e-33  &2.56e-33  &2.3e-33   &2.45e-33  &2.5e-33   &2.51e-33  &2.52e-33 
&Pd-106    &1.36e-98  &1.36e-98  &1.13e-35  &1.68e-35  &1.97e-35  &3.24e-35  &3.04e-35  &2.72e-35  &3.11e-35  &2.96e-35  &2.69e-35  &2.73e-35  &2.7e-35  
&Pd-108    &1.28e-98  &1.28e-98  &6.01e-37  &8.95e-37  &7.48e-37  &5.7e-37   &6.2e-37   &6.1e-37   &7.1e-37   &6.93e-37  &6.89e-37  &6.88e-37  &6.88e-37 
&Pd-110    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&Ag-107    &2e-98     &2e-98     &2.74e-35  &8.91e-35  &1.29e-34  &2.58e-34  &3.34e-34  &3.62e-34  &3.85e-34  &4.09e-34  &3.92e-34  &3.95e-34  &3.95e-34 
&Ag-109    &2e-98     &2e-98     &3.91e-36  &2.19e-35  &4.32e-35  &9.37e-35  &1.92e-34  &1.94e-34  &2.44e-34  &2.69e-34  &2.68e-34  &2.69e-34  &2.68e-34 
&Cd-106    &6.4e-99   &6.4e-99   &5.82e-35  &5.54e-34  &1.01e-33  &2.52e-33  &3.38e-33  &4.73e-33  &4.96e-33  &5.38e-33  &5.25e-33  &5.3e-33   &5.31e-33 
&Cd-108    &8e-99     &8e-99     &9.82e-36  &8.35e-35  &1.82e-34  &3.3e-34   &4.63e-34  &5.28e-34  &5.53e-34  &6.67e-34  &6.19e-34  &6.23e-34  &6.22e-34 
&Cd-110    &8.8e-99   &8.8e-99   &7.59e-37  &4.31e-36  &2.29e-35  &5.44e-35  &1.95e-34  &2.49e-34  &2.87e-34  &3.76e-34  &3.77e-34  &3.82e-34  &3.83e-34 
&Cd-111    &2.08e-98  &2.08e-98  &1.18e-37  &2.7e-36   &8.94e-36  &2.98e-35  &2.45e-35  &3.11e-35  &3.45e-35  &3.56e-35  &3.58e-35  &3.61e-35  &3.62e-35 
&Cd-112    &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &7.87e-39  &1.21e-37  &1.18e-37  &1.38e-37  &1.31e-37  &1.36e-37  &1.36e-37  &1.36e-37 
&Cd-113    &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98 
&Cd-114    &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98 
&Cd-116    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&In-113    &8e-99     &8e-99     &8e-99     &8e-99     &1.49e-39  &8.27e-37  &3.66e-36  &4.41e-36  &3.54e-36  &3.87e-36  &4.11e-36  &4.1e-36   &4.1e-36  
&In-115    &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98 
&Sn-112    &7.2e-99   &7.2e-99   &4.1e-39   &7.59e-38  &2.38e-36  &6.46e-36  &1.87e-35  &2.14e-35  &3.45e-35  &3.73e-35  &4.2e-35   &4.14e-35  &4.17e-35 
&Sn-114    &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &2.22e-37  &8.41e-37  &9.56e-37  &1.03e-36  &1.07e-36  &1.11e-36  &1.11e-36  &1.11e-36 
&Sn-115    &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99    
&Sn-116    &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99  
&Sn-117    &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98 
&Sn-118    &2.16e-98  &2.16e-98  &2.16e-98  &2.16e-98  &2.16e-98  &2.16e-98  &2.16e-98  &2.16e-98  &2.16e-98  &2.16e-98  &2.16e-98  &2.16e-98  &2.16e-98 
&Sn-119    &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98  &2.08e-98 
&Sn-120    &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98 
&Sn-122    &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99  
&Sn-124    &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99  
&Sb-121    &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
&Sb-123    &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99    
&Te-120    &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99  
&Te-122    &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99  
&Te-123    &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99  
&Te-124    &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99  
&Te-125    &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
&Te-126    &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99    
&Te-128    &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99    
&Te-130    &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99  
&I-127     &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98 
&Xe-124    &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99  
&Xe-126    &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99  
&Xe-128    &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99  
&Xe-129    &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98 
&Xe-130    &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99  
&Xe-131    &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98 
&Xe-132    &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99  
&Xe-134    &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99    
&Xe-136    &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99  
&Cs-133    &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98 
&Ba-130    &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99  
&Ba-132    &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99  
&Ba-134    &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99  
&Ba-135    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&Ba-136    &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99  
&Ba-137    &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98 
&Ba-138    &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99    
&La-138    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100   
&La-139    &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98 
&Ce-136    &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99  
&Ce-138    &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99  
&Ce-140    &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98 
&Ce-142    &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99  
&Pr-141    &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98 
&Nd-142    &1.92e-98  &1.92e-98  &1.92e-98  &1.92e-98  &1.92e-98  &1.92e-98  &1.92e-98  &1.92e-98  &1.92e-98  &1.92e-98  &1.92e-98  &1.92e-98  &1.92e-98 
&Nd-143    &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98 
&Nd-144    &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99  
&Nd-145    &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98 
&Nd-146    &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99  
&Nd-148    &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99    
&Nd-150    &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99    
&Sm-144    &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
&Sm-147    &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98  &1.04e-98 
&Sm-148    &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99  
&Sm-149    &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98 
&Sm-150    &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99  
&Sm-152    &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99  
&Sm-154    &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99  
&Eu-151    &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99  
&Eu-153    &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99  
&Gd-152    &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99   &3.2e-99  
&Gd-154    &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99  
&Gd-155    &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99    
&Gd-156    &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99  
&Gd-157    &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99    
&Gd-158    &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99    
&Gd-160    &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99   &2.4e-99  
&Tb-159    &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99  
&Dy-156    &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99    
&Dy-158    &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99  
&Dy-160    &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99  
&Dy-161    &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98 
&Dy-162    &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99  
&Dy-163    &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98 
&Dy-164    &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99  
&Ho-165    &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98 
&Er-162    &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99  
&Er-164    &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99  
&Er-166    &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98 
&Er-167    &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98 
&Er-168    &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99    
&Er-170    &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99  
&Tm-169    &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98 
&Yb-168    &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99  
&Yb-170    &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99   &6.4e-99  
&Yb-171    &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98  &1.36e-98 
&Yb-172    &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98 
&Yb-173    &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98 
&Yb-174    &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
&Yb-176    &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99  
&Lu-175    &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98 
&Lu-176    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100   
&Hf-174    &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99  
&Hf-176    &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99  
&Hf-177    &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98 
&Hf-178    &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98  &1.12e-98 
&Hf-179    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&Hf-180    &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99   &7.2e-99  
&Ta-180    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100    &8e-100   
&Ta-181    &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98 
&W-180     &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99  
&W-182     &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98 
&W-183     &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98  &1.28e-98 
&W-184     &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
&W-186     &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99   &8.8e-99  
&Re-185    &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98  &1.44e-98 
&Re-187    &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99   &9.6e-99  
&Os-184    &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99   &4.8e-99  
&Os-186    &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99  
&Os-187    &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99   &5.6e-99  
