H Yields: 1aSNe (James Keegans)
H Prepared by: Thomas Trueman (October, 2021)
&Isotopes  &Z=0.1     &Z=0.05    &Z=0.02    &Z=0.014   &Z=0.01    &Z=0.005   &Z=0.002   &Z=0.001   &Z=0.0001  &Z=1e-05   &Z=1e-06   &Z=1e-07   &Z=1e-30  
&Os-192    &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98  
&Ir-191    &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98  
&Ir-193    &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98   &1.9e-98  
&Pt-190    &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99    
&Pt-192    &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99     &6e-99    
&Pt-194    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&Pt-195    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&Pt-196    &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99     &8e-99    
&Pt-198    &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99     &7e-99    
&Au-197    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&Hg-196    &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99     &4e-99    
&Hg-198    &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99     &5e-99    
&Hg-199    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&Hg-200    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&Hg-201    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&Hg-202    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&Hg-204    &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99     &9e-99    
&Tl-203    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&Tl-205    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
&Pb-204    &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99     &3e-99    
&Pb-206    &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98  
&Pb-207    &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98  
&Pb-208    &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98   &1.3e-98  
&Bi-209    &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98   &1.2e-98  
